Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
21.1,80.4,3.7,9.6,17.6,4.5,1.0,11.3,333,-2.1603418299926025,-0.4225815422057174,3
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,-2.3840222053924998,-0.357630522092891,3
23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,-1.2271125423878206,0.20178963871368463,3
35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,3.2758549228311953,2.778014540977513,0
39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418,2.0974390589591776,2.307973904495002,0
22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324,-2.1518787979060674,-0.21038658146647743,3
21.9,65.2,0.5,2.0,15.4,4.4,0.81,12.7,216,-3.3351058432075393,-0.5117683765903681,3
27.1,66.8,11.1,15.6,16.1,5.7,0.98,11.1,346,-1.7443670526427726,0.21953965608401863,3
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640,1.227611082314667,-0.12823804947026504,2
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600,0.19203658699524012,-1.1758211063178055,2
23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398,-0.43678638991077834,3.4165160347208436,0
41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449,3.0566326841181164,0.2931781958236252,1
18.9,44.5,0.2,2.7,14.5,1.5,0.92,11.5,590,-3.1487284573229215,-0.6107801390825105,3
31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,1.516283449564792,1.323742878478018,0
22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,-3.2270114331102224,0.41599989320365244,3
40.6,76.8,39.2,60.7,33.0,18.6,1.85,3.4,686,4.932011811180978,1.6428384585429014,1
26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593,-1.9860621567178645,-0.42209618941791827,3
22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422,-2.0705157045361338,-0.4799541233497569,3
29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505,-1.3486111664872966,1.2128629972425113,3
27.9,45.8,1.7,4.8,16.1,2.4,0.95,11.8,486,-2.5737026259329148,-0.6250172526351605,3
24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242,-3.0047861210032303,0.3598613686923283,3
23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258,-2.7707088389907666,-0.31779918580169614,3
43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387,3.3582169732318294,-2.2619220370900974,1
33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734,1.1485717005424474,-0.9052421853877836,2
22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349,-3.0067398842937743,-0.20560705762986894,3
34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,1.0200517737311325,-0.8650185216616085,2
25.0,69.5,4.2,9.0,28.8,5.6,1.19,10.1,232,-1.4150451933171668,-0.6664915957832626,3
31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477,1.3208420319238325,1.6749240810363957,0
29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554,-0.25987565225016174,2.5634045907387626,0
26.0,69.7,13.1,17.6,18.0,2.6,1.03,11.5,245,-1.9998582050532407,0.5884467620773314,3
36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514,2.9430913032063213,-1.9753735958082432,1
21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428,-1.257912526935034,1.76620414380025,3
29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,0.7566056768093534,0.8493700529893607,0
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,1.6724564533260449,3.131534188328555,0
25.8,58.8,0.3,10.3,25.0,9.9,1.62,9.9,622,-0.2611331642783741,-1.3917602146469015,2
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556,2.308207385777808,-1.5067614249124475,1
22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,-2.135343947033039,-0.6211108758460513,3
28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,-1.6487218531046557,1.0225302609368558,3
33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345,0.2696719304375505,-1.4266453796309546,2
21.6,76.5,17.5,21.6,22.2,10.5,1.03,11.3,461,-0.7535919507593443,0.4881248121032285,3
28.4,82.6,2.0,14.6,27.4,3.7,1.37,5.9,339,-0.19318488758101302,-1.0192504533696731,2
26.6,44.8,1.8,8.3,23.1,3.6,1.09,15.9,398,-2.6807799271163772,-0.40757667365175765,3
26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411,-0.8094975072932993,1.925258092491183,3
41.2,93.0,24.2,44.3,33.9,12.6,2.09,5.3,732,4.3810766874768055,0.0007181808904149618,1
31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634,1.8025331857268654,0.9661121840551372,0
25.7,58.7,15.9,19.2,21.9,6.3,1.03,10.3,301,-1.4544403540965931,0.6380246388015218,3
30.2,72.3,3.4,14.2,28.2,8.5,1.84,6.9,422,0.6174083285212891,-1.2683273107745574,2
39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,3.7659037593373945,3.003971109019885,0
27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,1.7541168142102803,1.885641198803373,0
28.4,57.0,5.6,11.4,23.9,4.4,0.96,11.3,370,-1.763335313202037,-0.3527226974333922,3
27.3,81.7,0.4,4.0,26.1,3.9,1.07,11.3,520,-1.1248465797873635,-1.4162751165468999,3
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,-2.071506077425368,0.4534906182420734,3
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,1.3518908909463059,0.4614722016529684,2
27.0,78.6,1.8,6.3,19.4,5.1,1.0,13.0,202,-2.2753050511463093,-0.6570094613778782,3
36.3,99.2,13.1,34.1,34.7,21.0,2.26,4.5,742,4.6593528014571675,-1.3768675603032121,1
36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,1.3713640297336684,-1.2080670222417016,2
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,3.3840064529495777,0.49965441949903167,1
29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219,-2.3136412316472432,1.2330595619010172,3
26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,-1.8077470917291898,-1.033721665802687,3
24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473,-1.7318795598656784,0.38229865239122435,3
27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501,-1.6897069985317987,-0.851522617077482,3
22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,-1.627794041823093,-0.660954423485098,3
20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316,-2.3488198877505475,1.5305393516190011,3
31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,1.8222960469016687,0.5413363156253149,0
35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,2.3288608101951356,-1.237932188836747,1
27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589,-0.8618737130517731,-0.25246434745521423,3
29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,1.7705208717671053,2.6367318951969883,0
30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,-1.7540025057731876,-0.5814921429807035,3
22.0,44.1,7.5,11.5,20.0,6.4,1.03,13.3,458,-2.3971536031422698,0.027172606441282204,3
27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436,-0.9610807618814505,-0.2768115738001554,3
34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342,1.5322452707546819,-0.8259029506833392,2
26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345,-0.1346371567113999,0.06064652037847779,2
35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737,1.2873908985325744,-1.80475201447345,2
24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464,1.7510132742236257,-0.9296836712432771,2
29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,-1.5087883552990664,-0.5919996707276367,3
34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,4.066404838662893,1.7163028530495608,0
22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389,-1.382688799427579,0.6123015861541314,3
31.4,69.8,20.4,32.0,16.3,9.7,1.49,8.0,643,0.8630483302645462,0.5812211916291139,2
38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526,2.174468116293761,-1.9201742029903128,2
29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386,-0.3694351354298216,0.06159078500094792,3
24.0,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235,-2.2283197460157833,-0.5705488709381497,3
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,-0.36196485068040773,2.4256529883960827,0
22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,-1.2704733846055043,1.0683057805277856,3
29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542,0.5346413666202731,-0.3353779975329416,2
31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,1.7201864390749593,3.5143135253459903,0
34.0,60.0,28.4,38.5,26.8,14.4,2.1,3.7,391,2.512333885794722,0.93160035498476,0
35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,3.2477914396576946,1.0396580796926198,1
17.4,45.8,26.6,33.0,22.0,7.3,0.97,10.8,451,-1.440853429257825,2.0263972168088853,3
34.5,80.8,10.6,18.6,32.1,18.4,2.37,6.4,763,3.4231741779387597,-1.8056735176769474,1
24.7,56.3,2.0,5.5,13.9,4.1,0.89,12.2,510,-2.5851355207467868,-0.5970118472400008,3
26.2,79.4,9.7,14.5,26.9,7.5,1.02,10.3,322,-0.8837836916728066,-0.29948359921755124,3
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458,-1.2235543945517549,1.076162366785926,3
20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278,-3.0385120773147167,-0.27946797740257495,3
28.4,63.8,2.8,9.7,17.6,6.2,0.91,16.5,578,-2.1037332071750274,-0.6133750536153173,3
35.5,90.9,36.7,48.4,35.8,17.5,2.23,11.8,519,3.7095617693308536,1.3177743655745378,1
20.5,52.8,7.7,12.0,14.0,7.8,1.1,10.6,320,-2.4048360347339885,0.13181201913309176,3
22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389,-2.1962815446683805,-0.04234633579137887,3
21.2,40.0,2.3,6.1,15.1,6.4,1.04,15.8,481,-3.203495035778594,-0.2833983137676444,3
26.1,43.6,2.8,11.0,15.4,8.7,1.08,11.2,574,-1.790555621073268,-0.5691958602221492,3
30.4,103.6,17.5,40.4,24.1,-6.2,2.21,7.3,521,1.4052744021641377,0.663549291368407,0
25.5,83.5,11.1,26.3,30.5,14.6,2.27,3.7,698,2.8404346627529526,-1.086948262491929,1
29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769,3.4444291251940844,-1.9817391285685484,1
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,-1.1506717848002732,1.0842393973698317,3
28.8,76.7,16.8,23.8,25.5,4.1,1.09,11.7,376,-0.7151046856122102,0.5654092666342678,3
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,0.1325474956782617,-0.3481670592156162,2
23.8,70.6,4.7,18.1,31.1,9.3,1.48,5.1,609,0.7321941658003245,-1.088104132619187,2
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493,-1.2440919823416399,1.938707478620695,3
25.1,71.1,7.3,11.3,17.9,4.8,1.0,13.4,283,-2.2955437746535985,-0.03732629988962658,3
27.3,73.7,13.8,28.4,27.5,16.4,1.4,7.3,293,0.7539819630166597,0.07585151520007256,2
34.8,88.5,15.1,26.4,34.0,8.4,1.7,5.5,577,2.3199131101529766,-0.6437620362012909,1
32.3,52.4,24.4,30.9,27.7,6.5,0.95,10.7,436,-0.3049993989501475,1.2801588889134772,3
21.9,48.7,3.6,7.0,25.1,1.1,0.99,11.2,247,-2.8451390723231897,-0.20261226085307915,3
19.7,39.9,2.0,6.8,28.4,7.6,1.14,10.2,347,-2.116980122261018,-0.6214268297347327,3
25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442,1.0545857923313104,0.147272733661189,2
32.2,66.6,8.3,19.7,23.5,13.2,1.08,5.6,382,0.26802930336221736,-0.5521129604599984,2
34.7,72.0,9.7,33.5,33.9,13.2,2.3,4.4,475,2.8766782279866727,-0.7564990552931464,1
26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296,-2.47450773026501,-0.5086405123127437,3
36.8,89.3,9.3,17.3,29.2,14.7,1.62,7.0,422,1.7863268795306275,-1.2659399139453216,2
26.2,70.8,6.5,12.7,19.0,2.6,1.01,12.2,263,-2.212427838853731,-0.03094043922471228,3
28.1,47.9,2.7,6.7,26.0,8.3,1.03,11.1,228,-1.9515221498696185,-0.6541552467581404,3
24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364,-1.82328483015726,1.8789297102280411,3
25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534,-2.0103655787621513,-0.7995148869693828,3
34.7,97.6,6.1,19.6,23.1,19.6,2.12,6.4,596,2.7714628431147452,-1.7824545085405792,1
30.5,57.3,8.7,14.8,26.1,4.1,0.87,10.2,521,-1.0635861925479226,-0.30251235677519667,3
23.5,55.1,6.0,11.8,16.6,6.6,1.04,10.8,421,-2.0434319669858216,-0.18244204076773032,3
32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,1.2347954979030535,-1.0733427549970023,2
29.9,107.5,33.5,52.1,27.7,17.6,2.42,3.4,592,4.615631023803826,0.9906607656126147,1
28.0,56.8,5.2,8.9,26.6,8.6,1.04,10.8,593,-0.8451758484778217,-0.945572065863004,3
29.0,90.6,24.2,30.3,31.4,9.4,1.38,6.8,303,1.1852922200755593,0.6659202233685448,2
35.1,85.7,19.7,26.3,24.1,9.9,1.45,8.2,483,1.2567977662177332,0.08141426051416313,2
23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471,-1.7094336949800342,-0.4590651973882391,3
34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633,2.779565641274006,-1.088377774680675,1
17.0,47.4,10.1,16.5,24.7,2.7,1.02,11.0,555,-2.061632703441971,0.316148028896103,3
35.0,56.0,23.4,27.1,32.7,11.5,1.62,5.8,452,1.6477551387070994,0.29671032994065094,2
25.1,50.6,1.0,4.6,21.6,6.2,1.1,10.1,388,-2.0081045887588242,-0.8740461264322923,3
28.4,66.1,5.6,9.5,18.9,3.6,0.97,11.8,560,-1.5784808622030895,-0.593977919518053,3
26.6,40.2,3.8,5.8,14.9,1.3,0.88,10.1,341,-3.0097409728022333,-0.18779807110453495,3
25.4,78.6,4.1,6.7,21.3,9.1,1.4,10.1,543,-0.5396326979067825,-1.2370814188814778,2
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,-2.5967644470128906,-0.5841308540009982,3
34.9,86.4,9.2,28.0,36.9,9.0,2.08,7.1,728,2.8919487919943334,-1.2166268262151008,1
42.6,92.1,2.9,12.8,34.5,12.0,2.06,6.8,562,2.7828737144441176,-2.3420507902189036,1
33.8,86.2,0.4,12.2,31.1,3.2,2.06,3.7,618,1.7599279757581496,-2.0629594874234485,2
25.7,70.3,0.7,5.4,14.0,10.0,0.91,11.1,374,-1.999084576149252,-0.9142259981413682,3
28.1,78.4,26.9,33.2,21.9,5.0,0.77,11.3,249,-0.9623461211702985,1.8324822405571484,3
24.2,41.9,2.4,6.5,17.9,6.8,0.88,10.1,500,-2.284773500205017,-0.6015830979330737,3
33.8,81.1,7.3,21.3,38.8,22.0,2.35,6.3,693,3.8027894413779952,-2.036030910941764,1
23.7,73.3,4.7,19.0,23.0,8.4,1.4,5.5,668,0.3486823976400917,-0.9072934302907572,2
31.0,78.0,1.5,5.7,20.0,4.7,1.02,11.0,279,-1.6564883650715085,-0.9633926872378742,3
19.4,62.0,13.7,20.1,15.0,5.5,1.11,13.6,475,-2.118609719712059,0.7417331321963221,3
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,3.5358107400849694,2.8619660195958554,0
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,-2.964016080486791,-0.012450574378684355,3
25.0,48.9,1.8,7.0,17.5,4.1,0.83,15.2,366,-3.201195181563184,-0.2670328399956024,3
24.0,70.5,1.1,4.1,19.1,7.1,1.03,10.3,584,-1.4406660853873758,-1.2226169003353275,3
26.1,48.2,15.7,16.5,17.1,5.3,0.94,11.1,344,-2.0882353787277825,0.7428793034828874,3
34.8,54.9,13.2,18.9,20.1,11.0,1.63,5.3,385,0.532150199358418,-0.30285662437343175,2
35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,3.4957473579805463,0.479555349153499,1
25.5,68.2,20.4,23.5,13.9,3.2,0.96,10.3,486,-1.3844005762385778,1.067429279511466,3
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,-1.8894183902776176,1.5528182420490422,3
24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,-1.4617384766919161,1.1086163068356023,3
29.3,73.7,1.5,1.9,13.1,3.5,1.07,10.6,455,-1.8888766366052558,-1.0863117834235807,3
29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,-1.2007413156840545,0.8915882804966925,3
32.6,63.8,4.6,21.9,20.9,14.5,1.6,7.7,605,0.9125590971226011,-0.9871604249511624,2
39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428,1.9100501853455596,-0.8300173230339295,2
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,-2.4859236293540947,-0.7693928874097709,3
31.9,93.9,32.7,44.6,38.8,16.7,2.52,3.4,564,4.795026075851871,0.5086052537476567,1
28.6,45.2,6.2,11.4,24.0,3.6,0.93,12.5,212,-2.5103362090625683,0.045307023730864274,3
33.5,79.9,6.8,17.6,33.0,18.3,1.78,6.3,545,2.276591853308159,-1.6228154755696598,1
28.4,77.5,39.0,55.4,24.2,7.4,2.06,8.0,707,2.607850753616971,2.3153081935444235,0
26.3,62.6,1.1,9.1,15.1,8.7,1.08,12.4,531,-1.7177256750134609,-0.8430996681305682,3
24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,-1.9962029383452295,0.46195208291577355,3
29.9,57.9,7.3,9.9,22.6,3.8,1.05,10.1,227,-1.8302947093335797,-0.22932342180046103,3
23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449,-1.9758244604787445,-0.8806911858480191,3
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,-1.9239986998307397,0.5135703571234219,3
30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,1.4257394371802623,0.6908829423461498,0
25.8,68.6,18.1,26.0,25.7,5.7,0.81,10.2,351,-1.0197983649354716,0.9031186446716675,3
34.7,94.5,12.3,31.9,39.8,20.2,1.58,4.4,424,3.2888696479718083,-0.9390285762322147,1
28.8,75.2,8.8,15.5,25.4,7.3,1.26,8.7,580,0.05770084221627398,-0.7240466642957923,2
25.3,61.9,21.7,28.6,11.2,0.2,0.99,13.4,542,-1.9214508555059848,1.609269047860332,3
26.1,51.8,2.7,4.5,18.1,4.9,0.94,10.2,277,-2.5456482458008014,-0.5257941333610584,3
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337,0.16602496804652025,-1.4460018132759445,2
26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,-2.3552331388423737,-0.5033592992745382,3
17.8,84.3,7.5,23.0,27.7,7.9,1.35,7.5,315,-0.46464200214396517,-0.12474852888547336,2
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680,5.104645070526403,-0.04162645320621356,1
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427,0.4007578185531833,-0.20186813298147718,2
25.3,55.4,7.3,13.2,18.5,3.3,0.89,17.1,214,-3.28809431296329,0.46861457457049566,3
23.6,60.7,2.9,6.9,15.8,3.0,1.09,12.4,506,-2.3393915406571937,-0.5570612001354206,3
35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644,3.646066653766824,-1.543399387018495,1
37.1,74.0,3.1,24.9,42.6,10.6,2.08,4.4,406,2.6268904628439023,-1.540944404599515,1
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430,2.1362715961242076,-1.8770479385366785,2
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,-2.4554746046948535,0.6550737704708423,3
20.3,44.4,1.7,11.6,18.2,3.4,1.16,14.3,407,-2.9843685834500513,-0.08837260307432046,3
29.3,44.4,1.4,5.7,14.4,2.3,0.98,10.1,284,-2.7822843444345926,-0.43260923396066175,3
36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,2.7804495933280173,-0.9815052442563575,1
33.0,73.5,14.2,21.9,33.5,3.3,1.55,6.0,582,1.2284019202166394,-0.46700481014093187,2
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,1.5114991973775276,3.3599332933166868,0
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,-1.689179330099428,-0.12511349900427424,3
31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416,0.36433974472437297,0.8986409255667821,2
30.1,72.0,14.4,19.7,22.7,10.7,1.46,6.4,372,0.40600972933093527,-0.17974717398483064,2
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,1.162376787558766,-1.2781968553315117,2
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,1.378225568040753,3.9679647005136847,0
41.4,93.0,30.7,45.3,40.3,12.5,1.63,4.2,600,4.239683993119373,0.5462802482928778,1
25.7,57.2,7.5,14.7,14.8,2.6,1.08,14.0,319,-2.6661131946701127,0.32354065644215013,3
24.1,68.0,2.6,4.7,25.2,8.5,1.18,11.3,580,-1.029037208012602,-1.2624174244897215,3
26.1,71.3,13.6,17.4,18.2,8.2,0.92,10.4,319,-1.3929008329896837,0.3298484928890778,3
29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517,-1.0354783795945406,-0.611878336150222,3
29.2,55.5,43.3,46.8,24.0,8.7,1.53,5.8,640,1.7843955702773429,2.5314245252953937,0
27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,0.8044761818601067,1.1160996079095014,0
26.5,69.9,31.7,46.0,21.4,17.2,1.64,9.6,739,2.0137018437032035,1.5306567564480604,0
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,-1.2869584216458696,1.3780528488053498,3
33.3,98.7,20.9,36.7,35.1,16.0,1.73,5.1,578,3.421610264644894,-0.20845111404968794,1
27.8,75.4,8.9,20.8,33.6,4.1,1.31,5.5,626,0.7958386646388085,-0.7247245708183242,2
21.5,52.5,4.3,13.9,30.0,12.6,1.42,5.0,333,-0.3051058380293902,-0.8013439448073403,2
26.3,64.6,0.6,5.1,14.2,3.4,0.98,10.3,189,-2.7501940446133646,-0.5393195618232787,3
24.8,47.8,37.0,40.9,19.6,6.1,0.93,14.2,557,-0.9768084641470844,2.8561732858818414,0
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,0.3450237579563042,0.8770454377789935,2
18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432,-0.8493546187703874,-0.6730962547288388,2
38.8,90.8,12.6,20.3,29.3,8.3,1.57,6.9,630,2.020070536342872,-1.0432954707886641,1
40.1,95.2,11.5,30.1,34.8,18.6,1.88,5.4,803,4.18750539577429,-1.5449632808510434,1
21.7,51.6,7.1,9.7,21.9,2.7,0.96,10.2,247,-2.6337716284252335,0.08455564367154983,3
22.9,61.9,41.1,54.6,27.5,3.4,1.79,5.6,464,1.3740668525583182,3.0291556981182546,0
32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,1.5296215157709063,0.954548889340066,0
21.7,65.2,26.3,33.3,13.9,2.5,0.96,11.0,278,-1.9000385274223122,2.235185627157777,3
23.0,41.1,24.8,28.1,18.7,3.4,0.94,10.3,379,-1.8802634052212002,1.8726385545415802,3
29.4,70.2,28.5,43.5,25.2,17.5,2.04,5.4,421,2.493935084249744,1.1529190704845957,0
24.7,73.9,8.1,16.0,26.4,5.1,0.98,11.0,352,-1.3252027650169944,-0.15056341046673935,3
33.9,94.5,16.6,42.2,41.7,18.5,2.4,8.1,421,3.90166853127255,-0.3447745922711456,1
26.5,67.6,18.4,29.0,40.0,12.3,2.17,4.1,598,2.7332861069783663,-0.38175255199142794,1
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,-0.03857993778881392,1.3913667214462397,0
30.9,87.1,17.6,32.2,42.7,19.2,1.88,7.6,511,3.194581051588968,-0.550775254347636,1
23.3,58.4,1.6,7.3,21.4,4.0,1.08,12.3,438,-2.219520138038739,-0.6554899227455948,3
28.1,76.8,25.4,39.5,15.9,11.1,1.46,5.5,354,0.79610102220552,1.4195997022058866,0
30.5,48.5,4.9,8.0,17.4,3.9,0.95,13.8,371,-2.5246765189128224,-0.2685024539567218,3
24.9,83.7,12.1,20.4,30.8,7.6,1.3,7.6,516,0.46631818054563157,-0.40520830521739376,2
31.6,76.0,3.8,12.5,19.3,6.5,1.56,5.8,317,-0.18239321867850525,-0.978067378273689,2
26.3,59.4,3.9,7.0,18.1,7.7,1.05,10.3,526,-1.5053056919213341,-0.8263562689937954,3
31.5,76.0,3.3,10.1,32.2,9.5,1.44,9.3,389,0.20790847013976216,-1.3797730540766728,2
24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258,-2.6409454989291006,-0.37298198533403565,3
29.6,44.0,3.6,10.2,22.3,7.5,1.11,10.2,484,-1.3670959864621086,-0.7007483240093558,3
33.4,63.9,6.2,10.6,35.0,15.7,1.84,5.2,471,1.7333303520416308,-1.7298247101909707,2
25.9,78.0,2.0,8.2,17.3,6.3,1.01,10.0,477,-1.413668612255184,-0.9436109311645868,3
26.4,61.8,41.4,52.3,23.2,2.3,1.74,5.3,499,1.3165278129491644,2.946827379486067,0
33.1,80.3,28.6,49.4,27.8,15.3,1.46,5.6,609,2.82598660548274,1.2028305132773336,0
21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,-2.8078874012392645,0.1305624585095846,3
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11.0,319,-2.645659761518902,-0.10944309063840492,3
30.6,49.5,26.5,30.3,16.7,5.6,1.02,11.4,217,-1.4886981391334173,1.9540702071192126,3
25.0,56.6,3.9,10.9,16.5,4.0,1.06,11.1,583,-1.8469788835488448,-0.4950123846993106,3
18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470,-2.212315537987786,1.2213599911247863,3
24.8,73.6,10.8,13.4,22.1,3.7,1.16,10.4,450,-1.1920286857793303,-0.1586197358626368,3
42.9,80.5,3.8,7.1,24.0,9.4,1.3,6.6,553,1.0444994544294464,-1.8843956402931437,2
24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340,-2.8183438593408767,-0.06864721626720775,3
33.0,68.5,2.3,13.4,31.0,12.8,1.34,5.9,620,1.1393244223402492,-1.6906433661176778,2
25.5,69.6,8.1,13.5,14.5,7.5,1.12,10.3,313,-1.684365149036103,-0.0878544114764993,3
35.1,69.4,3.0,3.7,34.9,17.7,1.66,6.6,632,1.8612605456768099,-2.4389998503679857,2
32.6,59.4,7.2,21.8,31.3,8.6,1.44,16.2,363,-0.6478249391156621,-0.2043256982119956,3
