,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
3841,31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,3.079787553030048,3.5520105184997584,0
3843,32.0,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,1.9387299799018298,2.995958753337872,0
3845,27.3,61.0,32.3,34.8,21.0,6.9,0.98,10.4,453,-0.4041690400430574,2.0415000732351944,0
3855,34.8,78.3,43.0,56.3,41.7,8.0,1.32,5.7,738,3.590414299681742,2.152357947889399,0
3859,32.7,50.3,26.8,40.9,22.0,8.1,1.68,9.1,417,0.6395276404443195,1.6530675557106616,0
3867,21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580,2.1508047314230874,1.4724023045016772,0
3868,30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,3.2417122978963917,2.9885248353358014,0
3874,39.7,67.9,35.7,39.0,33.1,8.8,1.73,7.3,617,2.776632593637119,1.1861048050573506,0
3884,27.1,67.9,30.7,41.4,18.9,3.9,0.94,11.4,563,-0.39427912878388116,2.220563321147849,0
3890,32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478,2.7920817087384866,1.6066340875884078,0
3893,22.8,66.7,21.5,34.5,29.1,7.5,1.74,5.3,346,0.7470925807808286,0.9692504976760065,0
3896,30.3,80.4,24.4,31.4,18.3,4.4,1.48,9.2,405,0.1598266712608244,1.1493738317203197,0
3898,29.6,90.2,40.6,41.3,23.6,5.7,1.36,7.0,304,1.098605087766564,2.3649537650882606,0
3910,36.8,73.6,36.0,51.2,24.5,11.2,1.53,6.0,630,2.725276190172966,1.8425768604673127,0
3915,29.7,55.6,28.0,45.2,24.5,7.9,1.25,5.9,471,0.8362774812290076,1.8468897410820875,0
3916,30.1,70.5,39.7,53.0,24.8,8.3,1.34,5.9,683,2.110496236233019,2.4203855269915198,0
3922,21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594,1.8534262097309895,1.5304915160228298,0
3924,31.2,75.5,30.5,37.8,32.7,8.6,1.79,6.0,608,2.432856768846754,0.9373905527807562,0
3930,24.4,69.9,24.1,30.0,19.4,10.2,1.72,11.3,581,0.3651922908022706,0.9331671156584876,0
3955,32.5,69.3,28.0,47.9,28.8,9.8,1.53,5.2,409,1.8990331415712467,1.5627915881845333,0
3962,21.1,55.8,28.7,42.8,23.6,6.0,1.52,7.5,424,0.08186649895541491,2.1112890054159883,0
3977,29.2,64.3,46.3,51.0,26.7,9.8,1.5,6.1,623,2.2145062164247586,2.748457452454675,0
3979,19.1,63.4,23.9,31.8,22.1,9.2,1.5,5.2,639,0.5999222942274655,0.9614025069238402,0
3990,28.1,87.7,39.2,53.4,39.1,10.3,1.86,5.2,669,3.7017859993634348,1.763309927813344,0
3998,36.9,69.8,55.4,62.3,37.2,21.0,2.04,3.8,414,4.850433524800678,2.9296256511781116,0
4003,32.2,70.0,47.7,52.4,38.0,4.6,1.64,6.7,402,2.364168850048991,2.9060363311877637,0
4004,22.6,56.6,34.2,48.3,23.4,7.8,1.8,8.3,630,1.136125960219625,2.2760099902221267,0
4017,27.9,60.5,22.9,47.1,17.2,17.3,1.75,3.9,603,2.0537963613352983,1.1131366914972567,0
4025,28.1,73.2,31.1,41.5,18.8,12.8,1.23,5.1,423,1.0945609812208554,1.7439124817750336,0
4026,30.5,81.0,44.5,60.7,33.6,11.2,1.5,6.8,564,3.0347518418220565,2.7592572812118146,0
4027,23.8,73.6,36.9,42.2,28.3,5.7,1.07,15.3,555,-0.10860168133019364,2.5086133392448358,0
4038,27.5,59.5,30.0,38.9,18.5,9.8,1.15,13.7,356,-0.6949202898446916,2.2244364504406713,0
4042,34.5,72.1,25.0,38.3,22.8,18.3,1.43,6.3,577,2.2280780074650575,0.6511969251762465,0
4048,32.0,58.4,24.0,30.9,28.9,7.4,0.92,12.3,684,0.20595387542543933,0.9411415054276268,0
4054,26.9,72.5,21.5,36.4,18.2,7.6,1.73,12.0,559,0.3160072268153167,1.10784296278919,0
4061,29.4,64.4,42.5,55.4,23.3,15.8,1.43,7.2,356,1.7702793598917048,2.9537180641457668,0
4065,22.0,70.7,34.7,46.7,19.8,10.5,1.78,5.6,691,1.772788321499928,1.9493986582621834,0
4066,25.9,56.0,36.7,38.0,14.4,6.7,1.0,10.4,572,-0.4998317393156961,2.521705658733356,0
4070,28.9,67.7,39.3,52.7,22.6,12.4,2.15,4.1,550,2.863928251112383,2.1932858381106715,0
4077,40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,3.5829805580687535,1.547730689710287,0
4123,30.5,85.8,29.7,46.4,27.4,11.1,1.64,6.4,605,2.49417558482584,1.267182146694328,0
4124,29.9,78.0,25.4,35.4,37.4,10.6,1.5,6.4,533,2.1345168937117207,0.579729937066079,0
4125,31.6,59.5,55.3,51.2,25.4,7.2,1.33,5.1,599,2.094915696379536,3.4208418075409517,0
4141,32.5,72.1,26.5,42.4,35.3,2.0,1.94,5.6,510,2.1349611137083633,1.0894453758501197,0
4146,31.4,54.3,25.6,34.5,37.0,14.9,1.32,8.3,632,1.8372119882962925,0.6380795163114295,0
4151,31.8,80.2,22.4,34.1,29.7,4.9,1.22,9.4,580,0.9347429079228012,0.7508332039286066,0
4153,34.9,77.7,32.3,47.1,17.4,11.5,1.63,8.8,541,1.808889718528537,1.7676464262182365,0
