,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,PCA1,PCA2,cluster
1071,29.1,76.2,2.0,7.3,20.3,5.4,0.98,17.9,404,-2.2594785997199227,-0.7087580802792767,3
1078,26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,-3.377635801510207,-0.2897220865092857,3
1079,19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,-1.8334695815236968,-0.5657963049437909,3
1083,19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,-2.6394773937154663,-0.20503409477264842,3
1089,31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,-2.00877698157719,0.02531006027770235,3
1090,27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,-1.8992339046850557,0.1565774979455638,3
1091,26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,-2.0629456781339144,-0.12870155475181536,3
1092,25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407,-2.167489012524847,1.8219489748546336,3
1095,23.6,76.1,1.2,5.8,25.8,4.5,1.01,10.2,306,-1.7534808018089831,-0.9330303623776239,3
1098,21.8,43.3,1.3,5.1,19.8,8.0,0.84,10.6,451,-2.4792307252239936,-0.6655461732371959,3
1101,30.5,62.3,13.3,18.8,19.7,5.2,1.01,11.4,495,-1.0716887691400563,0.21283350152265978,3
1102,24.4,59.3,8.9,15.7,26.4,6.6,0.94,10.4,576,-1.0301281696602027,-0.27140134747229805,3
1103,22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,-2.414760499511649,1.5788983115381972,3
1108,24.4,66.2,2.9,8.6,20.8,5.6,0.93,13.1,467,-2.0401860393569855,-0.6224958024688546,3
1109,20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,-3.0074991185658115,1.8663667455451038,3
1110,21.3,48.3,2.4,5.8,15.5,6.3,1.08,10.5,296,-2.7716125304887145,-0.37265342309545607,3
1111,28.4,44.5,8.7,16.6,25.0,0.9,1.03,10.3,208,-2.1742991540927785,0.37832455249354907,3
1112,22.2,43.1,5.1,9.0,15.7,3.2,1.0,10.7,377,-2.8344946786162133,-0.021141846366769114,3
1114,26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365,-1.7876041463090537,0.44937769583432735,3
1117,26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399,-1.7903969066519532,-0.9150435434558396,3
1118,23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,-2.175509403654245,-0.7280595221554184,3
1120,24.0,45.3,20.8,25.7,12.9,3.6,0.77,13.4,346,-2.7098590256181025,1.7838981417355162,3
1123,27.4,73.5,17.1,22.1,15.7,8.3,0.92,12.0,572,-0.8719419570186663,0.4979104848074783,3
1126,22.9,50.0,19.2,23.4,18.8,6.0,0.95,12.2,225,-2.2576481173687513,1.4185483013139129,3
1127,23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499,-1.0951007067130256,1.8199134084031416,3
1128,23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,-2.439618488388534,-0.523896900080214,3
1129,26.9,53.5,20.0,28.4,29.5,5.3,1.36,8.5,313,-0.3560742195710208,0.9767885828389372,3
1130,28.7,77.3,23.1,24.7,12.1,7.6,1.02,10.7,577,-0.5140278122147508,0.900070942017753,3
1131,31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212,-1.6109082519699456,-0.5390004676819405,3
1133,22.4,57.3,5.8,9.6,23.6,4.3,1.08,11.0,595,-1.5725322187053135,-0.5549337085146401,3
1134,27.2,52.7,7.4,13.9,22.2,5.4,0.94,11.4,577,-1.449627413662283,-0.2867493429015413,3
1135,26.6,64.1,3.0,11.3,26.8,3.7,0.95,11.1,550,-1.3127929114573051,-0.777214357009909,3
1136,22.9,52.6,7.6,15.3,26.3,4.4,0.99,11.1,517,-1.5947080976814425,-0.11543695242976805,3
1137,30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512,-0.6440745785216812,1.6582473911117894,3
1138,20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475,-2.4598651074750078,-0.08377028898123416,3
1139,26.2,80.8,10.2,16.3,13.9,3.2,0.86,12.0,328,-2.0586735573773502,0.2935923766676569,3
1140,25.4,73.2,28.7,35.4,12.3,6.0,1.13,10.1,371,-0.8006906558881539,2.0253395619771024,3
1142,26.7,41.7,13.2,18.9,18.9,6.3,0.9,12.3,550,-1.7667935541710367,0.5009135704970468,3
1147,23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,-2.930321145207218,-0.15608592517573855,3
1148,33.6,48.8,19.2,27.3,17.1,4.3,1.04,11.1,267,-1.435404041181193,1.2848480245008174,3
1149,27.0,67.8,24.8,28.9,12.9,3.9,1.1,14.7,559,-1.3048165715053108,1.547171931908357,3
1154,16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229,-3.0436052732241294,-0.3494269217684565,3
1155,21.5,59.9,4.1,5.5,15.1,7.1,0.97,11.8,365,-2.5829109259908933,-0.4167345327776292,3
1157,30.6,47.9,14.4,18.8,16.1,2.4,1.05,12.4,386,-1.9900986667285305,0.7204856097135149,3
1159,29.4,42.7,1.7,7.8,19.1,4.5,0.84,13.4,228,-3.0026932069036554,-0.250900116797628,3
1162,28.7,67.4,11.0,15.2,19.2,8.3,1.13,10.3,481,-0.8043988130081285,-0.22138200651092552,3
1165,24.1,74.7,5.1,12.1,10.5,6.4,1.07,11.0,454,-1.8626080285414743,-0.3387753162207061,3
1167,26.8,67.2,7.9,17.1,25.1,6.7,0.99,11.9,547,-0.9491001407534833,-0.3178424960588039,3
1169,25.8,62.6,11.7,16.7,10.0,6.6,1.01,15.8,413,-2.4620376924065113,0.557008817035978,3
1170,28.9,49.8,0.3,1.5,20.5,8.5,1.13,11.4,485,-1.6849026557512878,-1.256538776829163,3
1173,23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496,-2.2693144755554724,-0.6262223985911943,3
1174,29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,-2.2083177544236756,-0.8118253182145928,3
1176,29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,-2.7334593086311445,-0.5709886188444914,3
1181,29.5,67.3,5.1,11.7,20.5,3.6,1.11,11.2,379,-1.5378931096836093,-0.4664788264792335,3
1183,26.4,51.1,0.7,3.6,27.8,9.6,1.09,10.9,281,-1.7351297333459157,-1.0508454848681401,3
1186,22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589,-2.129095091751416,-0.04626611477461699,3
1190,23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,-2.060668172916307,-0.29266359118594637,3
1191,24.8,80.3,9.2,14.0,12.2,4.8,0.9,11.1,277,-2.160327952417989,0.17899843585235634,3
1193,27.2,42.8,12.5,15.0,14.6,3.3,1.1,10.9,284,-2.421798696887076,0.6374686766657721,3
1194,26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369,-2.2065971298488414,-0.6911553964905427,3
1199,26.8,42.1,5.4,11.7,20.1,4.5,0.85,13.1,276,-2.8279866052596314,0.11603553582098458,3
1201,16.0,64.1,13.4,18.9,24.4,2.0,1.0,12.2,487,-2.037101403514985,0.6264855596375957,3
1213,26.0,45.3,5.3,12.4,27.4,7.2,0.78,18.9,546,-2.4322513766679354,-0.17759041450759638,3
1215,17.7,75.2,3.5,8.0,18.6,2.0,1.04,13.0,593,-2.255053756400995,-0.5510084289126748,3
1217,18.9,63.2,6.2,8.0,13.9,5.0,1.09,10.3,410,-2.407010359402766,-0.20636980883339276,3
1221,26.7,52.8,27.3,31.8,15.6,1.9,0.89,11.9,318,-1.8987090184578672,2.2139146292332166,3
1223,27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,-0.5612902018237924,0.5111542889249318,3
1224,22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217,-3.104821710756457,1.3314351203561305,3
1225,22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,-1.6061237859830748,0.8679064719291084,3
1226,21.9,45.1,13.9,15.3,26.3,1.4,0.92,11.4,262,-2.519380706350621,0.7655181145576683,3
1228,22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,-2.3288110433230935,0.18523396794312982,3
1229,26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381,-2.0989788107205247,-0.42659328995537726,3
1230,23.9,62.9,8.9,17.3,17.4,4.5,0.93,13.6,494,-2.066891612332487,0.23165825968497447,3
1232,25.4,80.0,3.5,11.4,24.1,8.9,1.03,13.7,373,-1.4112084036976404,-0.7033367301743563,3
1233,25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459,-1.8809530753392751,-0.9406660206320084,3
1234,27.8,42.1,1.5,5.3,13.5,3.8,1.09,10.8,527,-2.339248556220543,-0.6919865755311269,3
1236,30.4,51.1,1.2,8.0,17.1,4.7,1.0,11.6,576,-1.7902421040403953,-0.8520379335777424,3
1237,24.0,43.4,5.4,9.5,15.8,1.7,0.98,11.0,441,-2.721670203134916,-0.04432020704798291,3
1238,28.2,62.7,0.1,7.5,17.4,4.7,0.87,12.0,528,-1.985551926611991,-0.8904398222193598,3
1245,23.1,39.7,23.4,27.8,20.4,9.6,1.06,10.5,314,-1.4640607232597596,1.6085106706770458,3
1246,23.7,52.4,0.3,4.5,18.7,6.3,1.04,10.7,313,-2.485563084754048,-0.7189512205574178,3
1249,23.8,79.3,9.2,10.6,22.5,5.5,1.05,12.3,544,-1.219406739560331,-0.4658691085628932,3
1250,27.0,73.6,0.9,3.1,13.9,4.4,1.2,10.2,488,-1.6765727266566728,-1.1461837851753527,3
1252,25.8,68.3,12.6,19.0,13.0,6.6,1.09,11.2,310,-1.7541060826904902,0.5155910492051087,3
1256,22.5,56.1,27.4,33.8,19.0,5.4,0.87,16.6,492,-1.8325693167779653,2.1837557627421216,3
1257,31.3,71.5,20.2,28.6,21.6,4.4,1.02,13.7,306,-1.094130683651684,1.1956257113071296,3
1260,18.0,43.2,5.4,10.0,16.4,2.2,1.07,14.5,571,-3.059693900176637,0.05843550720952264,3
1262,26.6,49.0,8.9,12.6,15.1,0.3,0.79,11.8,337,-2.9355927148311816,0.4311031992293149,3
1263,28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,-1.8821003212353644,1.315505024780691,3
1266,23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196,-2.5756260064438794,0.24149071415553475,3
1267,26.6,56.1,1.6,4.6,23.2,4.4,0.87,10.2,322,-2.215431541610834,-0.7597009809381376,3
1269,29.2,73.0,26.4,30.5,9.3,4.1,1.14,11.2,350,-1.155874988716416,1.7655197272851038,3
1271,23.1,50.9,6.1,9.2,14.0,8.3,0.87,11.0,287,-2.6772944685069024,-0.02026380521457437,3
1272,20.9,62.3,7.4,11.1,20.6,3.0,0.96,13.1,295,-2.7051171775117364,0.14403794203045603,3
1275,26.7,77.8,4.8,10.4,20.8,6.4,1.05,15.3,294,-2.0259075876779638,-0.3982757513690799,3
1279,23.6,72.6,1.1,4.7,14.0,4.0,1.12,13.0,300,-2.6671151869753555,-0.6214331856385394,3
1280,29.1,58.0,8.9,13.8,14.6,5.1,0.97,11.3,582,-1.5362182181055617,-0.15796748678666972,3
1281,21.4,65.3,9.9,12.7,25.5,2.5,1.01,11.7,295,-2.1274407455135633,0.16439854780793975,3
1284,25.1,43.3,23.0,28.6,24.2,3.9,1.01,16.0,392,-1.9793420997648536,1.7493875713586478,3
1285,23.2,44.4,4.2,10.9,15.6,8.9,0.86,10.2,289,-2.592950719961539,-0.07815997258991172,3
1292,21.9,68.0,32.0,37.2,25.5,1.8,1.14,12.3,211,-1.2422420480324108,2.5489904538310726,3
1293,24.9,47.4,26.1,32.3,11.3,9.8,0.89,17.5,266,-2.5230104103068594,2.371897046037077,3
1296,27.6,62.5,8.7,16.0,18.4,3.7,1.02,10.4,235,-1.9715238194320983,0.22485402841647698,3
1297,26.8,50.9,17.8,25.3,21.3,3.2,0.98,11.5,346,-1.7004740702682777,1.16760754766531,3
1302,26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271,-1.553847481710232,-0.6560117812490366,3
1304,26.7,61.6,12.9,21.1,20.3,7.5,0.99,10.7,577,-0.8594468464599054,0.19951199656895682,3
1305,19.6,74.7,1.0,4.6,22.9,4.1,0.94,10.4,388,-2.1463691945718417,-0.8678602161591656,3
1306,27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299,-2.5140202491334733,-0.08814520369601603,3
1308,24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365,-1.8171316858598148,1.1529018636807766,3
1309,21.7,76.4,20.8,25.5,20.9,2.8,0.95,10.1,506,-1.044274955716656,1.0359672844563068,3
1310,24.6,77.2,6.5,11.2,24.4,5.4,0.65,11.4,573,-1.3924974436399216,-0.5738934195703245,3
1311,26.5,45.3,9.4,15.0,13.1,0.4,0.99,11.0,224,-2.9864152574521023,0.673576998974961,3
1312,22.1,53.8,6.9,19.6,18.8,5.7,1.65,9.6,457,-1.1158996221396447,-0.047059251040233605,3
1315,25.4,75.3,0.7,2.9,23.3,7.3,0.85,17.0,325,-2.541489639345523,-0.8852214809569816,3
1317,26.1,78.1,6.2,11.5,13.0,5.3,0.88,15.8,585,-2.079093493743095,-0.3193097238807947,3
1319,32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,-2.132348566185398,-0.8457957139164732,3
1320,31.2,77.6,12.1,15.2,26.6,4.5,0.91,10.3,410,-0.6992309663366203,-0.20968681692129418,3
1322,17.5,45.0,21.2,25.9,14.3,5.3,0.78,12.1,492,-2.4638429139340206,1.6951180144992535,3
1325,23.5,60.8,10.3,14.3,12.8,1.7,0.98,10.6,208,-2.788413457794888,0.5975591009564128,3
1328,22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,-2.1387934543127907,-0.5276298410721396,3
1330,28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,-1.172698271588148,0.9236384070722975,3
1333,17.4,43.7,10.8,17.5,25.0,1.5,0.83,10.2,515,-2.319591019669271,0.531928332993496,3
1334,25.5,60.7,9.2,17.3,22.8,6.3,1.05,10.2,421,-1.2742968460925999,-0.01358070204092959,3
1335,25.5,59.6,5.6,12.0,11.6,7.6,1.01,12.4,582,-1.8835259150886237,-0.336355109896775,3
1339,23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,-0.8978520515255333,-0.688848662744566,3
1340,22.1,49.1,11.2,13.8,25.3,6.8,0.72,12.5,448,-2.1242069677815523,0.24958124155192182,3
1341,19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238,-2.420823189921335,0.637135812302394,3
1342,29.7,63.0,25.6,27.1,16.0,5.1,1.06,11.6,471,-0.8986644115121507,1.3960893675285762,3
1343,26.3,79.9,3.0,8.1,14.6,9.1,1.02,11.4,347,-1.685828530683369,-0.7543053390319996,3
1350,27.3,79.7,3.5,7.7,27.5,5.4,1.05,11.3,285,-1.3543702973582863,-0.8623208816731777,3
1352,22.3,68.9,9.3,14.7,17.2,3.5,0.97,10.8,373,-2.072060710126613,0.18725794690506475,3
1353,21.1,60.1,1.8,11.2,22.0,2.3,1.04,15.1,478,-2.5901666456024532,-0.3323730845369104,3
1355,24.5,59.8,5.2,11.3,25.9,7.5,1.15,17.2,205,-2.466128238432192,-0.1046539052483491,3
1356,25.8,77.8,3.3,9.3,19.5,6.3,1.27,13.3,343,-1.6630057681760138,-0.6754664825730947,3
1357,21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,-1.7407124621884367,0.27093996152163724,3
1359,20.4,59.3,0.4,4.2,23.4,4.3,1.0,11.3,219,-2.7713097068340224,-0.6029379879974646,3
1360,19.5,48.2,1.0,7.4,18.7,6.8,0.92,10.7,305,-2.846442103135463,-0.3728356560112347,3
1361,29.5,41.5,4.7,8.7,21.5,1.8,1.09,10.3,210,-2.4607460239000454,-0.16458563981382499,3
1362,25.2,43.9,0.4,4.9,12.3,4.8,1.08,12.7,471,-2.820037747000827,-0.5945971770263339,3
1363,24.9,70.5,0.2,5.9,12.5,6.9,1.07,11.9,240,-2.5371767113651678,-0.6502694119481788,3
1364,28.9,65.5,1.2,4.7,24.0,3.7,1.02,10.6,534,-1.3687021061999372,-1.198650791735789,3
1365,21.9,71.2,5.1,10.4,17.1,3.8,0.95,10.4,208,-2.5237017239641504,-0.08152077867965751,3
1366,22.6,47.3,1.8,9.0,22.5,5.0,1.17,11.2,433,-2.115317171526662,-0.5601423437755816,3
1369,24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,-1.8339998668096622,-0.5813345306082793,3
1371,24.0,42.5,9.9,14.9,25.9,3.9,0.91,10.6,310,-2.19177046587595,0.3370851239820176,3
1373,21.7,75.0,10.3,15.5,13.4,4.5,1.15,13.3,285,-2.351845099981621,0.4145756338762065,3
1374,17.6,77.1,20.0,24.3,22.6,5.2,0.99,12.2,487,-1.3142773765044087,1.0152013647494484,3
1375,30.9,49.5,0.3,5.5,20.1,3.5,0.93,11.0,237,-2.500113162255448,-0.6502708138085064,3
1376,25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266,-2.376812888208695,-0.2573273104120219,3
1377,23.5,54.8,2.3,9.1,15.4,5.7,1.06,11.8,325,-2.5883260919083164,-0.32115025189478397,3
1386,23.0,43.6,1.7,7.5,24.5,5.9,0.88,10.5,317,-2.4831461901412792,-0.4740728233950958,3
1388,26.8,47.4,8.7,14.2,14.3,3.6,1.08,10.9,344,-2.3344348342941514,0.2816912891232281,3
1391,21.7,42.4,13.3,17.0,17.8,7.4,1.09,11.0,239,-2.385442123309869,0.784164097036926,3
1392,24.4,54.0,2.2,5.3,27.9,5.3,1.05,10.6,431,-1.7245283813784895,-0.9060295392624789,3
1396,23.3,48.1,32.0,35.7,23.1,1.1,0.93,10.6,321,-1.5306507132712293,2.596980440381036,3
1398,25.4,44.4,0.4,7.0,22.9,3.7,1.16,10.3,451,-2.013242658569417,-0.7894849527363706,3
1399,29.5,54.8,6.7,15.1,14.0,6.6,0.78,11.9,315,-2.3111205158519113,0.13719156151282944,3
1400,26.2,51.9,9.4,13.7,22.5,4.9,1.01,10.1,449,-1.5628799439590693,-0.05892394490211824,3
1401,29.4,44.4,11.1,18.8,19.1,6.2,0.99,13.4,304,-2.127160435717915,0.5625062021407887,3
1404,24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539,-1.7522307042554617,-0.8887171434629375,3
1405,22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,-2.5621017275103832,-0.4883837504315891,3
1408,25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393,-1.6780948634246275,-0.010733915997485525,3
1409,28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,-0.9172968837099746,1.630845617645781,3
1410,30.2,75.6,15.3,18.2,20.7,4.6,0.95,12.3,445,-1.0620112112514792,0.28771677715786936,3
1411,24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285,-1.8949317768969443,1.9574553173017895,3
1412,22.5,54.1,18.2,23.6,20.1,3.3,1.13,12.5,567,-1.4967145283707752,0.9621305002481177,3
1413,25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293,-3.21774625135801,-0.5571559679960404,3
1415,22.9,48.7,11.4,16.3,21.3,8.7,1.0,14.5,516,-1.895175361316308,0.2799956783058557,3
1416,18.0,68.7,6.0,9.3,21.2,6.5,1.15,15.9,266,-2.744005443584926,-0.046542204842745405,3
1417,23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345,-0.8878255397347502,-0.6774172343174035,3
1418,22.4,62.0,6.5,11.1,24.2,3.4,1.02,10.1,265,-2.1013575914907565,-0.1235476348394707,3
1421,29.8,49.0,3.1,6.4,22.1,1.8,0.97,11.6,277,-2.473864416971953,-0.440033370959887,3
1422,25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379,-1.7747344988913134,-0.4787662052981559,3
1426,29.2,46.6,1.8,6.6,17.8,7.0,1.04,10.4,579,-1.6005919985754151,-0.9427790731123842,3
1427,25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489,-1.79571860509046,-0.7436942327091298,3
1428,25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,-1.7634638583929094,-0.14642081102704038,3
1431,21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372,-1.0177477175988718,2.169166448518802,3
1432,28.2,74.4,3.0,9.7,15.6,3.1,1.01,13.2,419,-2.0715649951327793,-0.5356834165949338,3
1436,21.4,57.5,12.9,18.0,20.6,5.7,1.23,18.1,233,-2.7512267756629925,0.8719030714382268,3
1439,26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,-2.2852200288050306,1.082749903164227,3
1441,23.6,79.9,5.3,12.4,16.3,5.0,0.99,18.6,528,-2.381971127752783,-0.2161207814900119,3
1442,29.6,54.4,9.0,12.0,14.3,5.1,1.08,11.1,438,-1.795233277722768,-0.07917995854956934,3
1444,27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,-1.557801170888392,-0.6136426659587533,3
1445,24.2,51.3,25.2,30.8,24.6,7.0,0.97,12.0,506,-0.9090698643685979,1.5559784971255066,3
1446,20.0,55.0,9.7,17.2,14.7,7.1,1.0,12.8,283,-2.6735130973689993,0.6178462570390559,3
1447,20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,-2.2950110189442574,-0.7870060084028325,3
1452,22.1,75.2,3.2,8.8,14.8,3.6,1.03,15.2,424,-2.646898333513714,-0.34894519401984575,3
1453,29.9,43.6,0.2,5.2,15.8,3.0,1.04,10.0,516,-2.1335474288356884,-0.8657543313330854,3
1454,32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286,-1.9774069097421294,0.3978161775563837,3
1457,25.2,64.0,2.4,6.9,16.6,2.8,1.07,10.3,508,-1.9401187076909494,-0.7419409126290919,3
1458,24.7,70.4,8.1,12.2,17.3,4.2,1.04,11.0,243,-2.1418377657225873,0.04214691860470226,3
1459,24.4,66.9,3.1,11.3,22.3,0.0,1.14,10.6,230,-2.2771688846896962,-0.2543960020121239,3
1462,28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256,-2.3366624791937642,-0.7700081695398766,3
1463,25.0,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,-3.1415294909559552,0.42341096407533296,3
1465,22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310,-1.681852078395061,0.7533310010654674,3
1471,16.6,38.7,4.1,8.5,19.8,5.4,0.95,15.6,264,-3.7795139357059724,0.2559362348473844,3
1472,13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322,-3.1737176442802784,-0.10876255998028245,3
1473,24.6,53.5,0.1,4.1,15.0,6.2,1.09,11.8,380,-2.54253737056712,-0.754878691756103,3
1474,26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544,-1.602318303289592,-0.19581350574694031,3
1475,27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525,-1.4605658569578053,-0.08622636863834234,3
1476,26.3,62.2,26.1,32.7,19.9,8.3,1.09,10.3,259,-0.8398712720598364,1.7634162093133543,3
1478,29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509,-1.0435336856708295,0.4046504402105975,3
1480,21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593,-1.349321421547506,-0.4138540864815741,3
1481,30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329,-1.9207113013549868,0.8460325402972955,3
1484,24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,-2.606967358963991,0.3690569717367178,3
1486,30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,-2.620366149171291,0.09650052135908915,3
1487,21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,-1.6685866216450214,0.12309369017593572,3
1490,27.3,70.7,0.1,6.3,15.3,6.5,1.11,10.9,454,-1.6816149710865442,-1.0389096272874299,3
1491,23.6,70.0,15.2,17.8,22.2,5.5,1.11,11.5,482,-1.1332800360257524,0.3141047723277497,3
1493,21.6,56.3,29.5,35.8,26.1,2.2,0.98,11.1,298,-1.3539430342264764,2.351293939403361,3
1503,22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,-1.8513079219786683,-0.22901627479133474,3
1506,28.6,73.0,1.2,2.9,15.3,5.3,0.9,12.7,522,-1.9636008159779488,-1.0831551878452352,3
1510,31.1,69.9,22.4,25.7,25.7,7.1,1.04,13.7,417,-0.5334524983993055,0.9269001560183633,3
1511,21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,-2.878763042392288,-0.3784929933635228,3
1514,27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407,-2.093494629024958,0.3083984778230638,3
1515,26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,-0.8616023725887049,-0.30105348134082477,3
1517,29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378,-1.6879219785430197,-0.28263835496718653,3
1519,22.2,69.8,15.2,21.7,17.5,6.5,1.03,11.2,294,-1.720311809309856,0.8091139437262572,3
1520,28.7,80.2,15.8,23.3,17.5,7.8,0.87,10.2,512,-0.5752205148786788,0.36942766429638024,3
1521,23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221,-2.783195905854435,-0.14562046197357795,3
1525,20.6,69.0,23.2,27.0,13.6,2.4,0.92,13.1,444,-2.0490000882787722,1.6898332632929352,3
1530,34.1,73.4,5.5,12.2,20.9,4.6,1.0,10.1,188,-1.4037226924720085,-0.43024540626880814,3
1532,24.7,57.4,2.9,7.9,22.9,2.3,0.92,10.1,361,-2.2273874148451833,-0.5011993954386997,3
1534,27.4,67.7,15.8,19.3,22.7,6.8,0.83,11.6,546,-0.9384462095556536,0.30584324283764547,3
1535,22.6,72.2,20.1,23.5,17.9,2.0,1.13,11.9,581,-1.2013459795405645,0.9369984431147688,3
1536,22.5,80.2,2.5,5.6,12.8,3.1,1.09,12.3,278,-2.6545335621849913,-0.4857679660987124,3
1537,29.1,44.2,3.0,12.2,14.6,4.4,0.9,10.6,305,-2.5582295888116184,-0.10656553037746663,3
1539,27.1,81.7,14.9,19.8,19.1,5.5,0.92,11.9,242,-1.5193310299009197,0.5822641201339959,3
1542,23.0,75.6,4.9,7.0,12.7,3.8,1.05,10.7,331,-2.3445006097071803,-0.3770405979281617,3
1543,25.6,42.7,5.4,8.4,19.3,4.6,0.92,10.3,418,-2.321407332273182,-0.26536113482114715,3
1546,21.6,45.0,15.0,17.5,15.1,0.4,1.1,10.3,487,-2.312584620191282,0.8423209032137648,3
1547,21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,-2.0492573049632314,0.4917971571878229,3
1550,23.5,56.5,24.8,31.9,17.5,6.2,1.01,11.0,329,-1.4386282557279588,1.867067068423669,3
1552,25.1,49.3,0.5,6.3,16.7,3.7,0.89,11.7,239,-3.101208413631822,-0.3516761049957243,3
1554,27.4,58.0,2.9,7.0,25.8,2.3,1.0,10.4,562,-1.4747765762332061,-0.9161811933037781,3
1555,24.6,78.7,15.8,24.2,23.2,9.2,0.93,13.7,384,-1.065858554536308,0.6197940094197879,3
1557,26.2,63.6,23.7,29.5,16.7,5.4,1.08,10.7,412,-1.0291304960572627,1.475559633888551,3
1560,28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,-1.202980169597406,-1.187569337218787,3
1561,24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405,-2.8977698234607767,-0.004882136527032433,3
